target_id, strand, e_value, length
ENST00000535306.6,+,2.9e-17,2098
ENST00000306085.10,-,3e-17,10952
ENST00000340169.7,-,3e-17,1485
ENST00000552176.2,-,3e-17,1485
ENST00000369851.5,-,3e-17,27174
ENST00000518430.1,-,3.1e-17,515
ENST00000319420.3,+,3.1e-17,2860
ENST00000475072.1,-,3.1e-17,658
ENST00000621161.4,-,3.1e-17,8628
ENST00000600960.1,-,3.1e-17,2904
ENST00000585517.5,-,3.1e-17,3319
ENST00000338754.8,-,3.1e-17,5697
ENST00000564049.1,-,3.2e-17,594
ENST00000549136.1,-,3.2e-17,388
ENST00000424632.5,+,3.2e-17,2010
ENST00000332160.4,-,3.2e-17,3390
ENST00000591308.1,+,3.2e-17,483
ENST00000462086.1,-,3.2e-17,609
ENST00000314994.5,-,3.3e-17,3060
ENST00000406452.7,+,3.3e-17,3063
ENST00000318110.9,-,3.3e-17,1830
ENST00000176763.9,-,3.3e-17,6060
ENST00000372236.8,-,3.3e-17,3540
ENST00000338970.10,-,3.4e-17,7072
ENST00000253115.6,-,3.4e-17,7085
ENST00000392876.7,+,3.5e-17,7207
ENST00000246949.9,-,3.5e-17,4200
ENST00000301019.8,+,3.5e-17,3240
ENST00000565195.5,-,3.5e-17,586
ENST00000458013.6,+,3.5e-17,6403
ENST00000373625.7,-,3.5e-17,7378
ENST00000225296.7,-,3.6e-17,5618
ENST00000434581.6,+,3.6e-17,2549
ENST00000591490.5,-,3.6e-17,4339
ENST00000595753.5,-,3.7e-17,5099
ENST00000378509.8,-,3.8e-17,6797
ENST00000532399.1,-,3.8e-17,3072
ENST00000623153.1,+,3.8e-17,1008
ENST00000358387.8,+,3.8e-17,3548
ENST00000327877.9,-,3.8e-17,2118
ENST00000578115.1,+,3.8e-17,569
ENST00000219771.7,-,3.9e-17,913
ENST00000296582.7,+,4e-17,4178
ENST00000368843.8,+,4e-17,7250
ENST00000316804.9,-,4e-17,3248
ENST00000589035.5,+,4e-17,2210
ENST00000396049.4,+,4.1e-17,4885
ENST00000464185.1,-,4.1e-17,2235
ENST00000456566.2,-,4.1e-17,3290
ENST00000328381.9,+,4.1e-17,2892
ENST00000311317.8,-,4.1e-17,2897
ENST00000358502.9,+,4.1e-17,2551
ENST00000493176.1,+,4.1e-17,545
ENST00000330342.7,+,4.1e-17,6542
ENST00000377724.7,-,4.2e-17,3862
ENST00000547992.5,+,4.2e-17,3434
ENST00000238146.8,-,4.3e-17,2654
ENST00000465425.2,+,4.3e-17,2341
ENST00000318066.6,-,4.3e-17,5186
ENST00000434335.2,+,4.3e-17,3489
ENST00000366971.8,-,4.3e-17,5939
ENST00000506690.1,+,4.4e-17,2405
ENST00000259339.6,+,4.4e-17,2769
ENST00000402297.5,-,4.5e-17,3158
ENST00000487416.6,-,4.5e-17,2776
ENST00000395530.6,-,4.5e-17,8133
ENST00000325418.5,-,4.5e-17,2797
ENST00000216039.9,+,4.5e-17,3648
ENST00000257696.4,-,4.6e-17,1349
ENST00000496262.1,-,4.6e-17,840
ENST00000515359.6,+,4.6e-17,5576
ENST00000244043.4,+,4.6e-17,5579
ENST00000603043.1,+,4.7e-17,1995
ENST00000370794.7,+,4.7e-17,4327
ENST00000465604.1,+,4.7e-17,2947
ENST00000405068.3,-,4.7e-17,2958
ENST00000264657.9,-,4.8e-17,5047
ENST00000483350.1,-,4.8e-17,988
ENST00000434289.1,-,4.8e-17,562
ENST00000567833.1,+,4.8e-17,1420
ENST00000530782.5,-,4.8e-17,3910
ENST00000309660.9,-,4.9e-17,3467
ENST00000528080.5,+,4.9e-17,3968
ENST00000565037.1,+,5.1e-17,475
ENST00000522048.1,+,5.2e-17,1069
ENST00000596273.5,+,5.3e-17,764
ENST00000297540.4,-,5.3e-17,4288
ENST00000366362.3,-,5.4e-17,775
ENST00000267970.8,-,5.4e-17,6467
ENST00000327470.5,+,5.4e-17,2952
ENST00000545606.5,-,5.4e-17,11251
ENST00000225519.3,-,5.4e-17,3838
ENST00000219320.8,-,5.5e-17,4392
ENST00000366844.7,-,5.5e-17,13168
ENST00000545712.6,-,5.5e-17,4438
ENST00000450849.6,-,5.5e-17,5070
ENST00000373027.5,+,5.5e-17,3905
ENST00000615695.1,-,5.6e-17,897
ENST00000234831.9,-,5.6e-17,6691
ENST00000444760.5,-,5.6e-17,1008
ENST00000368320.7,-,5.6e-17,4499
ENST00000377698.3,+,5.6e-17,3066
ENST00000510409.1,-,5.7e-17,815
ENST00000453659.1,+,5.8e-17,531
ENST00000549735.5,-,6.1e-17,1772
ENST00000594159.1,+,6.1e-17,2277
ENST00000261854.9,-,6.1e-17,7372
ENST00000368262.7,+,6.2e-17,2048
ENST00000549855.5,-,6.2e-17,711
ENST00000340413.6,+,6.2e-17,3874
ENST00000486749.5,-,6.3e-17,4414
ENST00000546020.2,+,6.3e-17,2652
ENST00000315251.10,-,6.4e-17,7665
ENST00000495934.2,-,6.4e-17,472
ENST00000503362.1,+,6.5e-17,4571
ENST00000522501.1,+,6.5e-17,432
ENST00000425467.5,+,6.5e-17,433
ENST00000338733.9,+,6.6e-17,2441
ENST00000291568.6,-,6.6e-17,2164
ENST00000298130.4,+,6.6e-17,2777
ENST00000491438.2,-,6.6e-17,438
ENST00000396842.6,-,6.6e-17,4690
ENST00000491306.5,+,6.7e-17,3647
ENST00000595715.1,+,6.8e-17,861
ENST00000341423.9,-,6.8e-17,5485
ENST00000547539.1,+,6.8e-17,1384
ENST00000604599.1,+,6.9e-17,2917
ENST00000619742.4,-,6.9e-17,1787
ENST00000356347.3,-,7e-17,2598
ENST00000252329.3,-,7.1e-17,1007
ENST00000397893.3,+,7.1e-17,520
ENST00000558810.1,-,7.2e-17,652
ENST00000373586.1,-,7.2e-17,1458
ENST00000486231.2,+,7.2e-17,317
ENST00000518671.5,-,7.3e-17,1158
ENST00000366844.7,+,7.3e-17,13168
ENST00000489288.6,+,7.3e-17,1870
ENST00000646827.1,-,7.4e-17,2138
ENST00000587391.5,+,7.4e-17,5971
ENST00000371065.8,+,7.5e-17,4622
ENST00000494079.1,-,7.6e-17,854
ENST00000479035.6,-,7.6e-17,2821
ENST00000377269.3,+,7.6e-17,2497
ENST00000474393.5,-,7.7e-17,2843
ENST00000345795.6,+,7.9e-17,3764
ENST00000368608.3,+,7.9e-17,3326
ENST00000269856.4,+,8e-17,9593
ENST00000558250.1,+,8e-17,807
ENST00000512439.6,-,8.1e-17,5687
ENST00000269383.7,-,8.2e-17,3439
ENST00000299957.10,+,8.3e-17,3962
ENST00000369880.7,-,8.3e-17,2404
ENST00000375771.5,-,8.3e-17,3498
ENST00000619992.4,+,8.4e-17,4006
ENST00000263620.7,+,8.4e-17,5941
ENST00000309594.4,-,8.8e-17,2246
ENST00000375766.7,-,8.8e-17,3695
ENST00000399277.5,+,8.9e-17,2008
ENST00000447683.2,-,9.1e-17,2315
ENST00000372755.7,+,9.2e-17,6489
ENST00000531120.5,+,9.3e-17,5051
ENST00000377705.5,+,9.5e-17,6649
ENST00000474844.5,+,9.5e-17,2150
ENST00000260408.7,-,9.5e-17,11431
ENST00000274242.9,-,9.6e-17,7686
ENST00000433866.6,-,9.6e-17,8784
ENST00000439719.5,+,9.7e-17,769
ENST00000590577.2,+,9.9e-17,3218
ENST00000371899.8,-,9.9e-17,2528
ENST00000626271.2,-,9.9e-17,2528
ENST00000564846.1,-,9.9e-17,1762
ENST00000491555.5,+,1e-16,3688
ENST00000240093.7,-,1e-16,13736
ENST00000537916.2,-,1e-16,13740
ENST00000588555.1,-,1e-16,1785
ENST00000264012.8,+,1e-16,4929
ENST00000428830.6,+,1e-16,1845
ENST00000521476.5,-,1e-16,742
ENST00000612500.4,-,1.1e-16,1869
ENST00000381431.9,+,1.1e-16,4431
ENST00000631687.1,-,1.1e-16,671
ENST00000297029.9,-,1.1e-16,9713
ENST00000508511.5,-,1.1e-16,1909
ENST00000610020.1,-,1.1e-16,16993
ENST00000349139.5,+,1.1e-16,9974
ENST00000337673.6,-,1.1e-16,2179
ENST00000468198.5,-,1.1e-16,2187
ENST00000544349.6,+,1.1e-16,2495
ENST00000637272.1,-,1.1e-16,2554
ENST00000343813.9,+,1.1e-16,4771
ENST00000569421.2,+,1.2e-16,478
ENST00000338148.7,+,1.2e-16,2605
ENST00000237380.11,-,1.2e-16,10868
ENST00000259021.8,+,1.2e-16,9644
ENST00000254940.9,-,1.2e-16,2402
ENST00000492755.1,-,1.2e-16,498
ENST00000366185.2,+,1.2e-16,1063
ENST00000457354.6,+,1.2e-16,3995
ENST00000439025.1,+,1.2e-16,970
ENST00000469563.1,-,1.3e-16,878
ENST00000566051.1,+,1.3e-16,791
ENST00000358472.3,+,1.3e-16,3231
ENST00000370128.8,+,1.3e-16,2535
ENST00000462091.5,+,1.3e-16,2001
ENST00000622065.4,+,1.3e-16,646
ENST00000314666.10,+,1.3e-16,5371
ENST00000301178.8,+,1.3e-16,4737
ENST00000285243.6,+,1.3e-16,4184
ENST00000393879.3,+,1.3e-16,4213
ENST00000600775.5,+,1.3e-16,533
ENST00000286298.4,-,1.3e-16,8080
ENST00000461364.1,+,1.3e-16,601
ENST00000509910.1,+,1.3e-16,4333
ENST00000527614.5,-,1.3e-16,5587
ENST00000598742.5,-,1.3e-16,2359
ENST00000396335.8,-,1.3e-16,2678
ENST00000222800.7,-,1.4e-16,1483
ENST00000372890.5,+,1.4e-16,5719
ENST00000399702.5,+,1.4e-16,2748
ENST00000586711.1,+,1.4e-16,571
ENST00000375403.6,-,1.4e-16,3164
ENST00000220913.9,+,1.4e-16,2488
ENST00000424133.2,-,1.4e-16,2493
ENST00000497897.5,-,1.4e-16,1562
ENST00000293860.5,+,1.4e-16,1392
ENST00000467167.5,+,1.4e-16,2242
ENST00000472584.1,-,1.4e-16,722
ENST00000263657.6,+,1.5e-16,2286
ENST00000591321.1,+,1.5e-16,913
ENST00000551681.1,-,1.5e-16,1151
ENST00000285298.8,+,1.5e-16,1845
ENST00000479719.5,+,1.5e-16,2340
ENST00000621640.1,-,1.5e-16,674
ENST00000481822.1,-,1.5e-16,2103
ENST00000571350.1,-,1.5e-16,2103
ENST00000582833.5,-,1.5e-16,453
ENST00000588087.5,-,1.5e-16,2384
ENST00000461359.5,-,1.5e-16,763
ENST00000542931.6,+,1.5e-16,1192
ENST00000294485.5,+,1.5e-16,7346
ENST00000297029.9,+,1.6e-16,9713
ENST00000296121.5,+,1.6e-16,5122
ENST00000627745.1,+,1.6e-16,5122
ENST00000409535.6,+,1.6e-16,9776
ENST00000509524.5,+,1.6e-16,2480
ENST00000505264.1,+,1.6e-16,472
ENST00000513347.1,-,1.6e-16,2214
ENST00000265981.6,-,1.6e-16,4074
ENST00000399974.4,-,1.6e-16,1762
ENST00000430155.6,+,1.6e-16,2831
ENST00000586054.2,+,1.6e-16,2832
ENST00000376810.5,-,1.6e-16,3646
ENST00000527738.1,-,1.6e-16,809
ENST00000628252.1,-,1.6e-16,809
ENST00000296129.5,+,1.6e-16,6006
ENST00000400593.6,+,1.7e-16,1430
ENST00000493504.1,+,1.7e-16,3282
ENST00000589372.1,+,1.7e-16,1450
ENST00000620139.4,-,1.7e-16,2618
ENST00000508632.5,-,1.7e-16,1163
ENST00000469902.5,+,1.7e-16,2989
ENST00000326866.4,+,1.7e-16,2651
ENST00000486637.1,-,1.7e-16,852
ENST00000521580.2,+,1.7e-16,3454
ENST00000323372.8,-,1.8e-16,2414
ENST00000353411.10,+,1.8e-16,9474
ENST00000360803.8,-,1.8e-16,5075
ENST00000470475.1,+,1.8e-16,981
ENST00000598756.1,+,1.8e-16,583
ENST00000573385.1,+,1.8e-16,650
ENST00000367188.4,+,1.8e-16,5227
ENST00000309859.8,+,1.8e-16,5973
ENST00000474478.5,+,1.9e-16,5407
ENST00000466653.1,-,1.9e-16,2315
ENST00000361605.3,+,1.9e-16,1666
ENST00000615724.1,-,1.9e-16,3008
ENST00000600324.5,+,2e-16,1508
ENST00000055077.7,-,2e-16,1695
ENST00000264515.10,-,2e-16,4404
ENST00000514508.1,-,2e-16,635
ENST00000532624.5,-,2e-16,985
ENST00000477614.1,+,2e-16,587
ENST00000367942.3,-,2e-16,7496
ENST00000267199.8,+,2.1e-16,4586
ENST00000336509.8,-,2.1e-16,2538
ENST00000303575.8,+,2.1e-16,4127
ENST00000616978.4,-,2.1e-16,10024
ENST00000527958.5,+,2.1e-16,4198
ENST00000607597.1,-,2.1e-16,551
ENST00000368026.10,+,2.2e-16,4835
ENST00000442218.2,+,2.2e-16,3010
ENST00000300853.7,+,2.2e-16,3828
ENST00000397149.3,-,2.2e-16,7122
ENST00000249647.7,+,2.2e-16,2687
ENST00000480319.5,-,2.2e-16,3872
ENST00000590828.5,-,2.3e-16,1552
ENST00000431849.3,-,2.3e-16,1954
ENST00000595753.5,+,2.3e-16,5099
ENST00000416614.6,+,2.3e-16,3538
ENST00000371335.4,-,2.3e-16,4030
ENST00000602163.1,+,2.3e-16,2503
ENST00000414029.1,+,2.3e-16,3605
ENST00000607388.1,+,2.3e-16,3621
ENST00000600944.5,-,2.4e-16,1027
ENST00000313683.14,-,2.4e-16,3689
ENST00000467843.6,-,2.4e-16,4187
ENST00000491665.5,-,2.4e-16,762
ENST00000567521.1,-,2.4e-16,765
ENST00000306024.3,-,2.5e-16,3815
ENST00000646733.1,+,2.5e-16,4305
ENST00000600199.1,-,2.5e-16,2381
ENST00000276533.3,-,2.5e-16,3841
ENST00000264028.4,+,2.5e-16,3845
ENST00000231498.7,+,2.5e-16,8143
ENST00000344420.9,+,2.5e-16,3898
ENST00000614617.4,+,2.5e-16,4400
ENST00000392690.3,+,2.6e-16,5094
ENST00000359415.8,+,2.6e-16,4038
ENST00000261590.12,-,2.6e-16,5831
ENST00000542946.1,+,2.6e-16,2839
ENST00000359543.7,+,2.6e-16,5197
ENST00000587731.1,-,2.6e-16,829
ENST00000378165.8,-,2.7e-16,2907
ENST00000489264.2,-,2.7e-16,1635
ENST00000531383.5,+,2.7e-16,2056
ENST00000313146.10,-,2.7e-16,3303
ENST00000248248.7,-,2.7e-16,6091
ENST00000372945.7,-,2.7e-16,2634
ENST00000458537.7,+,2.9e-16,7182
ENST00000314103.5,-,2.9e-16,4480
ENST00000455308.6,+,2.9e-16,2487
ENST00000281031.4,+,3e-16,2518
ENST00000409158.5,-,3e-16,2277
ENST00000217173.6,+,3e-16,4631
ENST00000434526.6,+,3e-16,2052
ENST00000523677.5,+,3.1e-16,1478
ENST00000613345.2,+,3.1e-16,6076
ENST00000318584.9,-,3.1e-16,3332
ENST00000454990.5,+,3.2e-16,2131
ENST00000397415.7,-,3.2e-16,1702
ENST00000487465.5,-,3.2e-16,1909
ENST00000526457.3,+,3.2e-16,11632
ENST00000597905.5,-,3.2e-16,541
ENST00000261464.9,+,3.3e-16,3972
ENST00000461648.3,-,3.3e-16,2793
ENST00000462009.6,-,3.3e-16,825
ENST00000647931.1,+,3.3e-16,2820
ENST00000296145.5,+,3.3e-16,2513
ENST00000254616.10,+,3.3e-16,2840
ENST00000614081.1,-,3.4e-16,1623
ENST00000361060.5,-,3.4e-16,8632
ENST00000498238.1,-,3.5e-16,2941
ENST00000305921.7,+,3.5e-16,4778
ENST00000295628.3,-,3.6e-16,7903
ENST00000545398.5,+,3.7e-16,3106
ENST00000382368.7,-,3.7e-16,3498
ENST00000647103.1,+,3.8e-16,5772
ENST00000353411.10,-,3.8e-16,9474
ENST00000377346.8,+,3.8e-16,5203
ENST00000359060.5,-,3.9e-16,4176
ENST00000296446.12,+,3.9e-16,3318
ENST00000506539.5,-,3.9e-16,2637
ENST00000551765.5,-,4e-16,4244
ENST00000264896.7,+,4e-16,4792
ENST00000418919.6,+,4e-16,4877
ENST00000612186.1,-,4e-16,1118
ENST00000397149.3,+,4.1e-16,7122
ENST00000474140.1,+,4.1e-16,3499
ENST00000372447.7,-,4.2e-16,1795
ENST00000350997.11,-,4.2e-16,4525
ENST00000258145.7,+,4.2e-16,5122
ENST00000479372.1,+,4.2e-16,850
ENST00000477889.5,+,4.2e-16,944
ENST00000545467.5,+,4.3e-16,570
ENST00000464609.1,+,4.3e-16,326
ENST00000379594.7,-,4.4e-16,1082
ENST00000369880.7,+,4.5e-16,2404
ENST00000261758.5,-,4.5e-16,4264
ENST00000293414.5,+,4.5e-16,2139
ENST00000367182.7,-,4.5e-16,10073
ENST00000235932.8,-,4.5e-16,1723
ENST00000379070.3,-,4.5e-16,2713
ENST00000353047.10,+,4.6e-16,3875
ENST00000343289.9,-,4.6e-16,3435
ENST00000590689.1,-,4.6e-16,834
ENST00000504157.5,-,4.6e-16,2211
ENST00000392708.8,-,4.8e-16,4558
ENST00000285071.8,+,4.8e-16,3638
ENST00000309377.8,+,4.8e-16,1327
ENST00000647893.1,+,4.8e-16,7438
ENST00000360971.6,+,4.8e-16,7442
ENST00000473383.1,-,4.8e-16,708
ENST00000648354.1,-,4.9e-16,787
ENST00000595883.5,-,5e-16,3791
ENST00000302764.8,+,5.2e-16,8005
ENST00000225614.6,+,5.3e-16,1445
ENST00000299192.7,-,5.3e-16,3560
ENST00000345496.6,-,5.3e-16,3566
ENST00000373520.8,-,5.3e-16,1630
ENST00000204549.8,-,5.4e-16,2851
ENST00000495461.5,-,5.4e-16,1633
ENST00000369046.8,-,5.5e-16,4106
ENST00000275235.8,-,5.5e-16,1202
ENST00000563945.1,-,5.6e-16,491
ENST00000612383.4,-,5.6e-16,491
ENST00000234115.10,-,5.6e-16,4208
ENST00000593003.5,-,5.7e-16,2402
ENST00000263256.6,+,5.7e-16,3833
ENST00000403716.5,-,5.8e-16,4349
ENST00000340607.4,+,5.8e-16,1774
ENST00000576628.1,-,5.8e-16,761
ENST00000520537.1,-,5.9e-16,690
ENST00000460963.5,-,5.9e-16,1610
ENST00000544752.6,+,5.9e-16,2514
ENST00000614081.1,+,6e-16,1623
ENST00000599581.5,-,6.1e-16,2065
ENST00000374987.3,-,6.1e-16,3245
ENST00000518219.5,-,6.2e-16,4145
ENST00000640320.1,-,6.2e-16,4145
ENST00000261318.4,-,6.2e-16,8404
ENST00000367590.8,-,6.2e-16,8474
ENST00000317568.9,+,6.2e-16,3723
ENST00000492403.1,-,6.3e-16,812
ENST00000571370.1,-,6.3e-16,1112
ENST00000427358.3,-,6.5e-16,1974
ENST00000465410.1,+,6.5e-16,514
ENST00000509014.2,+,6.7e-16,577
ENST00000529284.5,+,6.7e-16,1182
ENST00000577238.1,-,6.7e-16,707
ENST00000490044.5,+,6.8e-16,3215
ENST00000265081.6,-,6.9e-16,4092
ENST00000238831.8,+,6.9e-16,11949
ENST00000513246.5,-,6.9e-16,727
ENST00000373019.4,+,6.9e-16,3673
ENST00000493504.1,-,6.9e-16,3282
ENST00000330501.11,+,7e-16,5251
ENST00000349004.5,+,7e-16,2964
ENST00000542407.5,-,7e-16,2979
ENST00000428423.5,+,7.1e-16,2137
ENST00000389912.6,+,7.1e-16,1717
ENST00000285093.14,+,7.1e-16,3350
ENST00000518127.5,-,7.2e-16,1943
ENST00000313056.9,+,7.2e-16,4287
ENST00000565097.1,-,7.2e-16,1147
ENST00000296144.3,-,7.2e-16,1963
ENST00000590105.1,+,7.3e-16,427
ENST00000309784.8,+,7.3e-16,3867
ENST00000330137.11,+,7.4e-16,2798
ENST00000302450.10,-,7.6e-16,4533
ENST00000372237.7,+,7.6e-16,2310
ENST00000265563.12,+,7.7e-16,6471
ENST00000383657.9,+,8e-16,4257
ENST00000506123.5,-,8.1e-16,3422
ENST00000509052.2,+,8.2e-16,1975
ENST00000583408.5,+,8.2e-16,1440
ENST00000270066.10,-,8.3e-16,5510
ENST00000261708.8,+,8.3e-16,4392
ENST00000261708.8,-,8.3e-16,4392
ENST00000318524.6,-,8.3e-16,3513
ENST00000561196.5,-,8.4e-16,534
ENST00000488770.1,+,8.4e-16,1826
ENST00000371538.4,-,8.5e-16,4005
ENST00000323205.10,-,8.5e-16,1656
ENST00000537364.5,+,8.7e-16,4094
ENST00000648071.1,+,8.7e-16,2102
ENST00000216294.4,+,8.8e-16,2656
ENST00000375864.4,-,8.8e-16,2654
ENST00000472490.1,-,8.9e-16,561
ENST00000395686.7,+,8.9e-16,5285
ENST00000392038.6,-,8.9e-16,5300
ENST00000491463.4,+,9e-16,567
ENST00000433351.6,-,9e-16,5345
ENST00000002125.8,-,9e-16,2176
ENST00000468695.5,+,9.2e-16,1601
ENST00000496455.6,+,9.2e-16,8751
ENST00000545398.5,-,9.2e-16,3106
ENST00000279242.6,+,9.3e-16,2019
ENST00000338970.10,+,9.4e-16,7072
ENST00000496195.1,+,9.5e-16,317
ENST00000589086.1,-,9.6e-16,549
ENST00000593576.1,+,9.6e-16,2887
ENST00000323699.8,-,9.7e-16,2101
ENST00000276602.10,+,9.7e-16,3268
ENST00000229307.8,+,9.8e-16,5183
ENST00000376736.5,-,1e-15,2684
ENST00000064724.7,+,1e-15,2169
ENST00000525933.1,+,1e-15,1307
ENST00000379170.8,-,1e-15,5471
ENST00000394114.2,+,1e-15,2792
ENST00000372187.9,-,1.1e-15,1647
ENST00000287022.9,-,1.1e-15,5575
ENST00000369151.7,+,1.1e-15,11311
ENST00000299157.4,-,1.1e-15,3189
ENST00000209875.8,+,1.1e-15,11528
ENST00000485271.5,+,1.1e-15,507
ENST00000311936.7,+,1.1e-15,5765
ENST00000374298.3,+,1.1e-15,2116
ENST00000428216.3,-,1.1e-15,11714
ENST00000372185.5,-,1.1e-15,1723
ENST00000217086.8,+,1.1e-15,5208
ENST00000579457.1,-,1.1e-15,2975
ENST00000489906.5,+,1.1e-15,694
ENST00000322313.8,+,1.1e-15,9471
ENST00000479013.6,-,1.1e-15,4251
ENST00000322088.10,-,1.1e-15,5380
ENST00000302692.6,-,1.1e-15,3854
ENST00000422535.6,-,1.2e-15,730
ENST00000394053.6,+,1.2e-15,4456
ENST00000330232.8,+,1.2e-15,3195
ENST00000456105.2,+,1.2e-15,2321
ENST00000640006.1,-,1.2e-15,5654
ENST00000457408.6,+,1.2e-15,2322
ENST00000555621.1,-,1.2e-15,566
ENST00000489283.5,+,1.2e-15,926
ENST00000397388.7,+,1.2e-15,2648
ENST00000474154.5,-,1.2e-15,2974
ENST00000471895.1,+,1.2e-15,769
ENST00000485040.5,-,1.3e-15,2741
ENST00000374198.4,-,1.3e-15,2787
ENST00000408888.7,+,1.3e-15,2054
ENST00000339397.4,-,1.3e-15,2855
ENST00000012049.9,-,1.3e-15,2310
ENST00000320785.9,-,1.3e-15,7919
ENST00000616978.4,+,1.3e-15,10024
ENST00000546559.1,+,1.4e-15,471
ENST00000309117.10,+,1.4e-15,3256
ENST00000324868.12,-,1.4e-15,2122
ENST00000281828.6,-,1.4e-15,3369
ENST00000486304.2,-,1.4e-15,711
ENST00000330374.6,+,1.4e-15,4717
ENST00000366597.5,+,1.4e-15,1595
ENST00000635235.1,+,1.4e-15,1595
ENST00000383701.7,+,1.4e-15,4731
ENST00000321442.9,+,1.4e-15,4231
ENST00000523260.1,-,1.4e-15,590
ENST00000344063.6,+,1.4e-15,4796
ENST00000269383.7,+,1.4e-15,3439
ENST00000427572.2,-,1.4e-15,548
ENST00000355754.6,-,1.5e-15,6127
ENST00000596215.1,+,1.5e-15,508
ENST00000238936.8,+,1.5e-15,2852
ENST00000448876.5,-,1.5e-15,1681
ENST00000374199.8,-,1.5e-15,3212
ENST00000467117.5,-,1.5e-15,687
ENST00000373493.9,+,1.5e-15,7943
ENST00000568717.1,+,1.5e-15,1395
ENST00000377793.8,-,1.5e-15,3664
ENST00000219837.11,-,1.5e-15,6432
ENST00000494447.1,+,1.5e-15,2383
ENST00000229307.8,-,1.6e-15,5183
ENST00000594787.1,+,1.6e-15,781
ENST00000313143.8,-,1.6e-15,5241
ENST00000648777.1,+,1.6e-15,4720
ENST00000619341.1,+,1.6e-15,496
ENST00000591755.5,-,1.6e-15,1077
ENST00000437003.3,-,1.6e-15,2761
ENST00000361271.7,-,1.6e-15,2237
ENST00000461862.5,-,1.6e-15,1094
ENST00000469257.1,+,1.7e-15,2330
ENST00000490981.1,-,1.7e-15,760
ENST00000420788.2,+,1.7e-15,634
ENST00000512439.6,+,1.7e-15,5687
ENST00000319212.8,-,1.7e-15,3647
ENST00000490528.1,-,1.7e-15,1405
ENST00000302060.9,-,1.7e-15,5103
ENST00000253462.7,-,1.7e-15,2673
ENST00000319194.9,-,1.8e-15,3763
ENST00000372978.7,-,1.8e-15,794
ENST00000598394.1,+,1.8e-15,300
ENST00000635718.1,+,1.8e-15,300
ENST00000549774.5,-,1.9e-15,847
ENST00000487045.6,+,1.9e-15,952
ENST00000358015.7,-,1.9e-15,4119
ENST00000638135.1,-,1.9e-15,2405
ENST00000487304.6,+,1.9e-15,1962
ENST00000338447.10,-,2e-15,4707
ENST00000504986.5,+,2e-15,7482
ENST00000411432.5,-,2e-15,4805
ENST00000372358.9,-,2e-15,2040
ENST00000330263.4,-,2.1e-15,2315
ENST00000221130.10,+,2.1e-15,3192
ENST00000636239.1,-,2.1e-15,2579
ENST00000617816.1,-,2.1e-15,2089
ENST00000601879.5,-,2.1e-15,5546
ENST00000600239.5,-,2.1e-15,5565
ENST00000230048.4,+,2.1e-15,4047
ENST00000336926.10,-,2.1e-15,8013
ENST00000643579.1,-,2.2e-15,2407
ENST00000489378.5,+,2.2e-15,1434
ENST00000575352.5,+,2.2e-15,1434
ENST00000490945.1,-,2.2e-15,1596
ENST00000474136.5,-,2.2e-15,1309
ENST00000598574.1,-,2.2e-15,1786
ENST00000636891.1,-,2.2e-15,2746
ENST00000449224.1,+,2.2e-15,1811
ENST00000643494.1,-,2.2e-15,2504
ENST00000373475.9,+,2.3e-15,4322
ENST00000639169.1,-,2.3e-15,2537
ENST00000647464.1,-,2.3e-15,2544
ENST00000521015.5,+,2.3e-15,3158
ENST00000400000.6,+,2.3e-15,6815
ENST00000642221.1,-,2.3e-15,2567
ENST00000420826.6,+,2.3e-15,3190
ENST00000323929.7,-,2.3e-15,6897
ENST00000452918.6,-,2.3e-15,6176
ENST00000471259.1,+,2.3e-15,942
ENST00000327435.10,-,2.4e-15,2391
ENST00000489483.5,-,2.4e-15,5682
ENST00000300933.8,-,2.4e-15,2666
ENST00000316077.13,+,2.4e-15,4567
ENST00000291691.11,-,2.4e-15,2975
ENST00000589677.5,+,2.4e-15,5181
ENST00000366956.9,-,2.5e-15,12985
ENST00000423998.1,+,2.5e-15,828
ENST00000313056.9,-,2.5e-15,4287
ENST00000476145.1,+,2.5e-15,570
ENST00000413020.6,-,2.5e-15,1126
ENST00000373316.4,-,2.6e-15,4887
ENST00000405661.8,-,2.6e-15,1258
ENST00000313956.4,-,2.6e-15,2341
ENST00000579449.1,-,2.6e-15,786
ENST00000256366.5,+,2.6e-15,7015
ENST00000644492.1,-,2.7e-15,4214
ENST00000467138.1,-,2.8e-15,2766
ENST00000623384.1,-,2.8e-15,1349
ENST00000583528.5,+,2.8e-15,571
ENST00000527676.2,+,2.8e-15,628
ENST00000509084.1,+,2.8e-15,483
ENST00000485405.5,-,2.8e-15,2541
ENST00000332305.5,-,2.8e-15,1530
ENST00000359114.8,-,2.9e-15,2854
ENST00000316170.8,-,2.9e-15,4380
ENST00000643503.1,-,2.9e-15,4380
ENST00000589644.1,-,2.9e-15,1917
ENST00000421284.7,+,3e-15,1958
ENST00000614556.4,-,3e-15,6340
ENST00000373493.9,-,3e-15,7943
ENST00000256474.2,-,3e-15,3737
ENST00000613473.1,-,3e-15,6445
ENST00000332160.4,+,3.1e-15,3390
ENST00000312584.3,-,3.2e-15,3538
ENST00000482603.1,-,3.2e-15,597
ENST00000556816.5,-,3.2e-15,2626
ENST00000429827.5,-,3.3e-15,1935
ENST00000263035.8,-,3.4e-15,5159
ENST00000586602.5,+,3.4e-15,7177
