target_id, strand, e_value, length
ENST00000564846.1,+,4e-15,1762
ENST00000246548.8,+,4e-15,4023
ENST00000220913.9,-,4e-15,2488
ENST00000615911.4,+,4e-15,3565
ENST00000300413.9,-,4.1e-15,4909
ENST00000293288.12,-,4.1e-15,1358
ENST00000371610.6,-,4.1e-15,4615
ENST00000397496.7,+,4.1e-15,1111
ENST00000300574.2,+,4.1e-15,3880
ENST00000269383.7,+,4.1e-15,3439
ENST00000355151.9,+,4.1e-15,1118
ENST00000607252.5,+,4.2e-15,1185
ENST00000551192.5,+,4.2e-15,1469
ENST00000432648.7,+,4.2e-15,2741
ENST00000504986.5,-,4.2e-15,7482
ENST00000382643.7,-,4.3e-15,1588
ENST00000326961.6,-,4.3e-15,773
ENST00000546020.2,-,4.3e-15,2652
ENST00000393766.6,-,4.3e-15,1789
ENST00000534453.1,+,4.3e-15,672
ENST00000568490.1,-,4.3e-15,2004
ENST00000399568.5,+,4.4e-15,1005
ENST00000485119.1,+,4.4e-15,965
ENST00000307720.3,-,4.4e-15,1823
ENST00000339834.9,+,4.4e-15,2422
ENST00000379170.8,-,4.5e-15,5471
ENST00000453659.1,-,4.5e-15,531
ENST00000354480.2,+,4.6e-15,1884
ENST00000366639.8,+,4.6e-15,2650
ENST00000231498.7,+,4.6e-15,8143
ENST00000615724.1,+,4.6e-15,3008
ENST00000450462.6,+,4.7e-15,633
ENST00000312239.9,-,4.7e-15,3938
ENST00000585208.5,-,4.8e-15,987
ENST00000626257.2,+,4.8e-15,2211
ENST00000297156.3,-,4.8e-15,2221
ENST00000253462.7,+,4.9e-15,2673
ENST00000289816.9,+,4.9e-15,4589
ENST00000467117.5,+,4.9e-15,687
ENST00000276533.3,+,4.9e-15,3841
ENST00000394885.7,-,4.9e-15,6347
ENST00000621032.4,-,4.9e-15,5592
ENST00000274140.9,-,5e-15,9569
ENST00000461862.5,+,5e-15,1094
ENST00000324238.6,-,5.1e-15,2957
ENST00000350777.6,+,5.1e-15,3163
ENST00000526601.5,-,5.1e-15,2008
ENST00000622581.4,+,5.2e-15,1245
ENST00000005082.13,-,5.2e-15,2021
ENST00000376759.7,+,5.2e-15,2162
ENST00000369046.8,+,5.3e-15,4106
ENST00000319212.8,+,5.3e-15,3647
ENST00000507354.5,+,5.3e-15,2310
ENST00000373027.5,-,5.3e-15,3905
ENST00000399799.2,-,5.3e-15,9484
ENST00000313956.4,-,5.4e-15,2341
ENST00000434335.2,-,5.4e-15,3489
ENST00000481445.1,-,5.4e-15,2471
ENST00000368404.8,+,5.4e-15,1300
ENST00000587731.1,+,5.4e-15,829
ENST00000624666.1,+,5.4e-15,2006
ENST00000319194.9,+,5.4e-15,3763
ENST00000484707.1,-,5.4e-15,545
ENST00000261507.10,-,5.5e-15,2269
ENST00000370474.3,-,5.5e-15,1196
ENST00000646733.1,-,5.5e-15,4305
ENST00000643579.1,+,5.5e-15,2407
ENST00000582557.5,-,5.5e-15,1560
ENST00000267023.8,+,5.6e-15,1417
ENST00000549855.5,+,5.6e-15,711
ENST00000614617.4,-,5.6e-15,4400
ENST00000409648.8,+,5.7e-15,3691
ENST00000359060.5,+,5.7e-15,4176
ENST00000359591.8,+,5.7e-15,6886
ENST00000643494.1,+,5.8e-15,2504
ENST00000343813.9,-,5.8e-15,4771
ENST00000517396.5,+,5.8e-15,2835
ENST00000495154.1,+,5.8e-15,581
ENST00000647464.1,+,5.8e-15,2544
ENST00000554074.1,-,5.9e-15,445
ENST00000476463.1,-,5.9e-15,427
ENST00000642221.1,+,5.9e-15,2567
ENST00000374826.8,-,5.9e-15,948
ENST00000481392.1,+,5.9e-15,564
ENST00000592540.5,-,5.9e-15,2315
ENST00000525933.1,-,6e-15,1307
ENST00000576628.1,+,6.1e-15,761
ENST00000300933.8,+,6.1e-15,2666
ENST00000518127.5,+,6.2e-15,1943
ENST00000497891.1,+,6.2e-15,820
ENST00000644029.1,+,6.2e-15,820
ENST00000616978.4,-,6.4e-15,10024
ENST00000647931.1,-,6.5e-15,2820
ENST00000316097.12,-,6.5e-15,2684
ENST00000487045.6,+,6.6e-15,952
ENST00000493894.1,+,6.6e-15,999
ENST00000596239.1,-,6.6e-15,683
ENST00000300853.7,-,6.6e-15,3828
ENST00000573538.5,-,6.8e-15,1083
ENST00000497882.5,-,6.9e-15,3008
ENST00000479013.6,+,6.9e-15,4251
ENST00000323468.9,+,7e-15,4312
ENST00000380198.6,+,7.1e-15,1775
ENST00000361183.7,+,7.1e-15,5182
ENST00000377346.8,-,7.1e-15,5203
ENST00000340533.8,-,7.2e-15,3283
ENST00000361740.8,-,7.2e-15,2938
ENST00000464711.5,-,7.2e-15,2134
ENST00000472442.2,-,7.3e-15,2973
ENST00000281282.5,-,7.3e-15,7224
ENST00000393879.3,-,7.3e-15,4213
ENST00000369037.8,-,7.3e-15,3540
ENST00000517350.5,-,7.3e-15,2150
ENST00000372755.7,-,7.4e-15,6489
ENST00000368219.1,+,7.4e-15,2310
ENST00000464663.1,-,7.4e-15,726
ENST00000456397.6,+,7.5e-15,3263
ENST00000242209.8,-,7.6e-15,3462
ENST00000537020.5,-,7.6e-15,3670
ENST00000368431.7,+,7.6e-15,1803
ENST00000367188.4,-,7.6e-15,5227
ENST00000649838.1,-,7.7e-15,3157
ENST00000418385.2,-,7.8e-15,574
ENST00000598394.1,-,7.8e-15,300
ENST00000635718.1,-,7.8e-15,300
ENST00000588450.1,-,7.8e-15,2858
ENST00000222120.7,-,7.9e-15,4273
ENST00000595753.5,+,7.9e-15,5099
ENST00000370794.7,-,8e-15,4327
ENST00000053468.3,+,8e-15,2110
ENST00000371356.6,-,8e-15,2112
ENST00000563577.1,+,8e-15,589
ENST00000556539.5,-,8e-15,3278
ENST00000511912.5,+,8e-15,3282
ENST00000300413.9,+,8e-15,4909
ENST00000421284.7,-,8.2e-15,1958
ENST00000267868.7,+,8.3e-15,2449
ENST00000381246.6,-,8.3e-15,2586
ENST00000573759.1,-,8.3e-15,2204
ENST00000589134.5,+,8.4e-15,890
ENST00000591863.1,-,8.4e-15,2903
ENST00000565556.5,-,8.4e-15,1707
ENST00000261318.4,+,8.5e-15,8404
ENST00000564049.1,+,8.5e-15,594
ENST00000405675.7,+,8.5e-15,2127
ENST00000309594.4,+,8.5e-15,2246
ENST00000340934.9,-,8.5e-15,4124
ENST00000557187.1,-,8.5e-15,352
ENST00000315579.9,+,8.6e-15,5548
ENST00000295414.7,+,8.7e-15,3767
ENST00000314666.10,-,8.8e-15,5371
ENST00000324048.9,-,8.8e-15,5378
ENST00000372890.5,-,8.8e-15,5719
ENST00000492819.1,+,8.8e-15,853
ENST00000547444.1,-,8.9e-15,517
ENST00000367182.7,-,8.9e-15,10073
ENST00000480395.5,-,8.9e-15,2008
ENST00000523677.5,-,8.9e-15,1478
ENST00000505461.5,-,9e-15,1005
ENST00000493118.5,+,9.1e-15,2808
ENST00000565785.5,-,9.1e-15,760
ENST00000402297.5,-,9.1e-15,3158
ENST00000225614.6,-,9.2e-15,1445
ENST00000612500.4,+,9.2e-15,1869
ENST00000509052.2,-,9.3e-15,1975
ENST00000531120.5,-,9.3e-15,5051
ENST00000405661.8,+,9.3e-15,1258
ENST00000582833.5,+,9.3e-15,453
ENST00000360803.8,+,9.3e-15,5075
ENST00000197268.12,-,9.4e-15,4808
ENST00000532399.1,+,9.4e-15,3072
ENST00000248248.7,+,9.4e-15,6091
ENST00000366597.5,-,9.7e-15,1595
ENST00000635235.1,-,9.7e-15,1595
ENST00000275235.8,+,9.8e-15,1202
ENST00000509524.5,-,9.9e-15,2480
ENST00000344780.4,-,1e-14,3106
ENST00000594159.1,-,1e-14,2277
ENST00000445782.2,+,1e-14,980
ENST00000611091.4,-,1e-14,2691
ENST00000209875.8,+,1e-14,11528
ENST00000395326.7,+,1e-14,3009
ENST00000465229.5,-,1e-14,1625
ENST00000263092.10,+,1.1e-14,5711
ENST00000592808.1,+,1.1e-14,1114
ENST00000311936.7,-,1.1e-14,5765
ENST00000326866.4,-,1.1e-14,2651
ENST00000313146.10,+,1.1e-14,3303
ENST00000530336.2,+,1.1e-14,1459
ENST00000246949.9,+,1.1e-14,4200
ENST00000263063.8,-,1.1e-14,5601
ENST00000475072.1,+,1.1e-14,658
ENST00000341754.8,+,1.1e-14,2341
ENST00000563815.5,+,1.1e-14,1913
ENST00000556816.5,+,1.1e-14,2626
ENST00000220325.8,-,1.1e-14,6416
ENST00000373266.8,+,1.1e-14,2377
ENST00000486253.1,+,1.1e-14,1507
ENST00000265563.12,+,1.1e-14,6471
ENST00000492403.1,+,1.1e-14,812
ENST00000589372.1,-,1.1e-14,1450
ENST00000412997.5,-,1.2e-14,2587
ENST00000311350.7,+,1.2e-14,2474
ENST00000526457.3,-,1.2e-14,11632
ENST00000456566.2,+,1.2e-14,3290
ENST00000542931.6,-,1.2e-14,1192
ENST00000357164.3,-,1.2e-14,3896
ENST00000551681.1,+,1.2e-14,1151
ENST00000416614.6,-,1.2e-14,3538
ENST00000447648.6,+,1.2e-14,6564
ENST00000400593.6,-,1.2e-14,1430
ENST00000458537.7,-,1.2e-14,7182
ENST00000551694.5,-,1.3e-14,2661
ENST00000619341.1,-,1.3e-14,496
ENST00000331373.9,-,1.3e-14,1865
ENST00000267205.6,-,1.3e-14,3009
ENST00000322989.8,-,1.3e-14,2203
ENST00000356126.7,-,1.3e-14,4406
ENST00000374298.3,-,1.3e-14,2116
ENST00000531158.1,+,1.3e-14,563
ENST00000645924.1,+,1.3e-14,563
ENST00000371316.3,+,1.3e-14,6369
ENST00000209875.8,-,1.3e-14,11528
ENST00000579449.1,+,1.3e-14,786
ENST00000483767.5,-,1.3e-14,1611
ENST00000382368.7,+,1.3e-14,3498
ENST00000263035.8,+,1.3e-14,5159
ENST00000318584.9,+,1.3e-14,3332
ENST00000591006.5,+,1.4e-14,2217
ENST00000296824.3,-,1.4e-14,9342
ENST00000266544.9,+,1.4e-14,8363
ENST00000261407.8,-,1.4e-14,2268
ENST00000396655.6,-,1.4e-14,1037
ENST00000476438.1,-,1.4e-14,1775
ENST00000373019.4,+,1.4e-14,3673
ENST00000485188.1,-,1.4e-14,756
ENST00000313683.14,+,1.4e-14,3689
ENST00000561213.5,+,1.4e-14,2690
ENST00000639845.1,+,1.4e-14,832
ENST00000435319.8,+,1.4e-14,3397
ENST00000396081.5,+,1.4e-14,3057
ENST00000326279.10,-,1.5e-14,4008
ENST00000647893.1,-,1.5e-14,7438
ENST00000360971.6,-,1.5e-14,7442
ENST00000562595.5,-,1.5e-14,2262
ENST00000340533.8,+,1.5e-14,3283
ENST00000002125.8,+,1.5e-14,2176
ENST00000434581.6,-,1.5e-14,2549
ENST00000549545.1,+,1.5e-14,1546
ENST00000553161.1,+,1.5e-14,916
ENST00000511248.1,+,1.5e-14,668
ENST00000324689.8,-,1.5e-14,1905
ENST00000326039.3,+,1.5e-14,1294
ENST00000320623.9,-,1.5e-14,2912
ENST00000305786.6,-,1.6e-14,4098
ENST00000528443.6,+,1.6e-14,3685
ENST00000244763.8,+,1.6e-14,9669
ENST00000477128.5,+,1.6e-14,2344
ENST00000373218.4,-,1.6e-14,7257
ENST00000361479.9,-,1.6e-14,4235
ENST00000466995.5,-,1.6e-14,1528
ENST00000557925.1,-,1.6e-14,2401
ENST00000464606.5,-,1.6e-14,4776
ENST00000577075.6,+,1.6e-14,694
ENST00000645491.1,-,1.7e-14,2087
ENST00000012049.9,+,1.7e-14,2310
ENST00000506502.2,-,1.7e-14,3311
ENST00000647394.1,-,1.7e-14,1995
ENST00000535306.6,-,1.7e-14,2098
ENST00000567833.1,-,1.7e-14,1420
ENST00000287844.6,+,1.7e-14,3546
ENST00000345795.6,-,1.7e-14,3764
ENST00000593409.5,+,1.7e-14,1757
ENST00000482603.1,+,1.7e-14,597
ENST00000594602.5,-,1.7e-14,684
ENST00000383233.7,+,1.7e-14,2934
ENST00000358438.6,+,1.7e-14,2065
ENST00000367602.7,+,1.7e-14,9311
ENST00000490981.1,+,1.7e-14,760
ENST00000495554.1,+,1.7e-14,2553
ENST00000373493.9,+,1.7e-14,7943
ENST00000613744.4,+,1.7e-14,2096
ENST00000261318.4,-,1.7e-14,8404
ENST00000221957.8,+,1.8e-14,2333
ENST00000299957.10,-,1.8e-14,3962
ENST00000535479.5,-,1.8e-14,2902
ENST00000549578.5,+,1.8e-14,1523
ENST00000602163.1,-,1.8e-14,2503
ENST00000481439.1,+,1.8e-14,574
ENST00000431118.5,+,1.8e-14,2636
ENST00000238146.8,+,1.8e-14,2654
ENST00000361677.5,+,1.8e-14,3828
ENST00000368518.5,+,1.8e-14,1278
ENST00000313608.12,-,1.8e-14,5621
ENST00000555105.1,+,1.8e-14,769
ENST00000640006.1,+,1.8e-14,5654
ENST00000320785.9,+,1.8e-14,7919
ENST00000319545.12,-,1.9e-14,3027
ENST00000265801.6,-,1.9e-14,5459
ENST00000508447.1,+,1.9e-14,2149
ENST00000381431.9,-,1.9e-14,4431
ENST00000369044.1,+,1.9e-14,2158
ENST00000498262.1,+,1.9e-14,2290
ENST00000444760.5,+,1.9e-14,1008
ENST00000495604.5,-,1.9e-14,428
ENST00000345264.9,+,1.9e-14,3834
ENST00000319074.5,-,1.9e-14,3660
ENST00000216410.7,+,1.9e-14,3860
ENST00000480319.5,+,1.9e-14,3872
ENST00000502760.1,-,1.9e-14,850
ENST00000553514.5,-,1.9e-14,454
ENST00000375403.6,+,1.9e-14,3164
ENST00000601678.5,+,2e-14,1508
ENST00000377038.7,-,2e-14,6032
ENST00000293414.5,-,2e-14,2139
ENST00000427572.2,+,2e-14,548
ENST00000477989.1,-,2e-14,444
ENST00000474154.5,+,2e-14,2974
ENST00000425467.5,-,2e-14,433
ENST00000488733.1,+,2e-14,1728
ENST00000475955.1,+,2e-14,383
ENST00000598742.5,-,2.1e-14,2359
ENST00000613345.2,-,2.1e-14,6076
ENST00000377698.3,-,2.1e-14,3066
ENST00000509397.5,-,2.1e-14,474
ENST00000377793.8,+,2.1e-14,3664
ENST00000252444.9,+,2.2e-14,5337
ENST00000375430.8,+,2.2e-14,1834
ENST00000564572.1,-,2.2e-14,2266
ENST00000340344.4,+,2.2e-14,4676
ENST00000380155.3,+,2.2e-14,6129
ENST00000260008.3,-,2.2e-14,6480
ENST00000367996.5,+,2.3e-14,9773
ENST00000325722.7,+,2.3e-14,4789
ENST00000383807.5,-,2.3e-14,5102
ENST00000328381.9,-,2.3e-14,2892
ENST00000296144.3,+,2.3e-14,1963
ENST00000320159.2,+,2.3e-14,3234
ENST00000613473.1,+,2.3e-14,6445
ENST00000629980.1,+,2.3e-14,4447
ENST00000372022.5,+,2.3e-14,4447
ENST00000359856.10,-,2.4e-14,7209
ENST00000539448.5,+,2.4e-14,2312
ENST00000592624.1,+,2.4e-14,1587
ENST00000488290.5,+,2.4e-14,4103
ENST00000482860.1,-,2.4e-14,2599
ENST00000358015.7,+,2.4e-14,4119
ENST00000593576.1,-,2.4e-14,2887
ENST00000242351.9,-,2.4e-14,7100
ENST00000583313.6,-,2.5e-14,4961
ENST00000225519.3,+,2.5e-14,3838
ENST00000618412.4,+,2.5e-14,2990
ENST00000622266.2,-,2.6e-14,2275
ENST00000296129.5,-,2.6e-14,6006
ENST00000296145.5,-,2.6e-14,2513
ENST00000394517.6,-,2.6e-14,397
ENST00000262460.4,-,2.6e-14,3249
ENST00000555656.5,+,2.6e-14,3258
ENST00000485405.5,+,2.6e-14,2541
ENST00000343289.9,+,2.6e-14,3435
ENST00000321442.9,+,2.6e-14,4231
ENST00000300107.7,-,2.6e-14,4695
ENST00000581020.1,+,2.6e-14,1910
ENST00000513347.1,+,2.6e-14,2214
ENST00000301178.8,-,2.6e-14,4737
ENST00000577142.1,+,2.6e-14,2343
ENST00000578812.5,-,2.7e-14,1002
ENST00000343788.10,-,2.7e-14,1217
ENST00000267859.7,-,2.7e-14,6325
ENST00000469741.6,-,2.7e-14,1792
ENST00000644495.1,-,2.7e-14,3762
ENST00000397226.2,+,2.8e-14,1499
ENST00000338447.10,+,2.8e-14,4707
ENST00000450050.6,-,2.8e-14,4535
ENST00000467153.5,-,2.8e-14,1529
ENST00000338272.8,-,2.8e-14,3730
ENST00000623384.1,+,2.9e-14,1349
ENST00000485752.1,-,2.9e-14,621
ENST00000621040.4,+,2.9e-14,3437
ENST00000474216.5,+,2.9e-14,2007
ENST00000558250.1,-,3e-14,807
ENST00000254940.9,+,3e-14,2402
ENST00000378387.3,+,3e-14,3769
ENST00000496455.6,+,3e-14,8751
ENST00000463436.1,+,3e-14,519
ENST00000573385.1,-,3e-14,650
ENST00000599672.5,+,3e-14,4898
ENST00000456957.2,+,3e-14,569
ENST00000318066.6,-,3e-14,5186
ENST00000615234.4,+,3.1e-14,2831
ENST00000461359.5,+,3.1e-14,763
ENST00000569409.1,+,3.1e-14,769
ENST00000474026.5,-,3.1e-14,4130
ENST00000590577.2,-,3.1e-14,3218
ENST00000639153.1,-,3.1e-14,563
ENST00000595753.5,-,3.2e-14,5099
ENST00000216294.4,-,3.2e-14,2656
ENST00000282570.3,+,3.2e-14,4191
ENST00000521561.1,-,3.2e-14,570
ENST00000296658.3,+,3.2e-14,2335
ENST00000542230.6,+,3.3e-14,2375
ENST00000573374.5,+,3.3e-14,2375
ENST00000263063.8,+,3.3e-14,5601
ENST00000314994.5,+,3.3e-14,3060
ENST00000294485.5,-,3.3e-14,7346
ENST00000415912.6,+,3.3e-14,5099
ENST00000323372.8,+,3.3e-14,2414
ENST00000254616.10,-,3.4e-14,2840
ENST00000621640.1,+,3.5e-14,674
ENST00000496299.1,-,3.5e-14,521
ENST00000369002.8,-,3.6e-14,6411
ENST00000348419.7,-,3.6e-14,2033
ENST00000452837.6,+,3.6e-14,2877
ENST00000221130.10,-,3.6e-14,3192
ENST00000603043.1,-,3.7e-14,1995
ENST00000482342.1,-,3.7e-14,441
ENST00000565096.6,-,3.7e-14,2109
ENST00000557520.1,-,3.7e-14,408
ENST00000647103.1,-,3.8e-14,5772
ENST00000469605.1,-,3.8e-14,799
ENST00000343629.10,+,3.8e-14,5046
ENST00000263097.8,-,3.8e-14,2179
ENST00000617816.1,+,3.9e-14,2089
ENST00000562958.6,-,3.9e-14,2194
ENST00000228495.10,-,3.9e-14,4163
ENST00000511313.5,+,3.9e-14,4630
ENST00000210313.7,+,3.9e-14,3443
ENST00000493504.1,+,3.9e-14,3282
ENST00000644492.1,+,3.9e-14,4214
ENST00000399824.6,+,4e-14,1759
ENST00000424390.1,+,4e-14,795
ENST00000258534.12,+,4e-14,3519
ENST00000379297.5,-,4.1e-14,1295
ENST00000330342.7,-,4.1e-14,6542
ENST00000316170.8,+,4.1e-14,4380
ENST00000643503.1,+,4.1e-14,4380
ENST00000474478.5,+,4.1e-14,5407
ENST00000378313.6,-,4.2e-14,2753
ENST00000298875.8,+,4.3e-14,13035
ENST00000336125.5,-,4.3e-14,3945
ENST00000349139.5,+,4.3e-14,9974
ENST00000291691.11,+,4.3e-14,2975
ENST00000556831.5,+,4.4e-14,729
ENST00000355237.6,-,4.4e-14,6438
ENST00000416614.6,+,4.5e-14,3538
ENST00000440435.2,+,4.5e-14,931
ENST00000494307.1,-,4.5e-14,457
ENST00000457354.6,-,4.6e-14,3995
ENST00000544017.5,+,4.6e-14,2572
ENST00000292114.7,+,4.6e-14,3148
ENST00000366089.2,-,4.7e-14,435
ENST00000549235.6,+,4.7e-14,496
ENST00000487416.6,+,4.7e-14,2776
ENST00000299192.7,-,4.7e-14,3560
ENST00000389774.6,-,4.7e-14,1725
ENST00000566051.1,-,4.8e-14,791
ENST00000369145.1,+,4.9e-14,2903
ENST00000265044.6,+,4.9e-14,3716
ENST00000406452.7,-,4.9e-14,3063
ENST00000587309.5,-,5.1e-14,4217
ENST00000382753.4,-,5.1e-14,1221
ENST00000499631.2,-,5.2e-14,593
ENST00000468653.5,+,5.3e-14,1756
ENST00000285737.8,-,5.4e-14,8199
ENST00000397893.3,-,5.4e-14,520
ENST00000604599.1,-,5.4e-14,2917
ENST00000519926.5,+,5.5e-14,857
ENST00000591321.1,-,5.6e-14,913
ENST00000506037.1,+,5.7e-14,928
ENST00000581518.5,+,5.7e-14,2785
ENST00000316077.13,-,5.8e-14,4567
ENST00000285243.6,-,5.8e-14,4184
ENST00000402297.5,+,5.9e-14,3158
ENST00000497233.1,-,6e-14,457
ENST00000482587.5,+,6e-14,7067
ENST00000343325.8,+,6e-14,4554
ENST00000217173.6,+,6.1e-14,4631
ENST00000569223.1,+,6.1e-14,2032
ENST00000324301.12,+,6.2e-14,2349
ENST00000515866.5,-,6.2e-14,702
ENST00000610020.1,-,6.2e-14,16993
ENST00000203166.9,-,6.3e-14,4283
ENST00000299192.7,+,6.3e-14,3560
ENST00000582019.5,+,6.3e-14,1035
ENST00000369151.7,-,6.3e-14,11311
ENST00000593264.5,-,6.4e-14,409
ENST00000474478.5,-,6.5e-14,5407
ENST00000374518.5,+,6.6e-14,7753
ENST00000437003.3,+,6.6e-14,2761
ENST00000313056.9,+,6.6e-14,4287
ENST00000581655.1,-,6.6e-14,549
ENST00000392708.8,+,6.7e-14,4558
ENST00000606507.1,-,6.8e-14,370
ENST00000396842.6,+,6.9e-14,4690
ENST00000334270.2,+,6.9e-14,3052
ENST00000579847.5,+,7e-14,2653
ENST00000332160.4,-,7e-14,3390
ENST00000264893.10,+,7.1e-14,5593
ENST00000430055.6,+,7.4e-14,1507
ENST00000426851.6,-,7.4e-14,5268
ENST00000579855.5,+,7.4e-14,3583
ENST00000418713.5,+,7.4e-14,955
ENST00000545398.5,-,7.4e-14,3106
ENST00000323534.4,-,7.4e-14,8351
ENST00000379070.3,+,7.5e-14,2713
ENST00000284878.11,-,7.5e-14,6254
ENST00000216039.9,-,7.5e-14,3648
ENST00000467380.1,-,7.7e-14,427
ENST00000268766.10,+,7.8e-14,3581
ENST00000614308.3,-,8e-14,3857
ENST00000234831.9,+,8.1e-14,6691
ENST00000272645.8,+,8.2e-14,5042
ENST00000264228.8,-,8.3e-14,4190
ENST00000517309.5,+,8.4e-14,5177
ENST00000526991.2,-,8.4e-14,3054
ENST00000358204.8,-,8.5e-14,2782
ENST00000632421.1,+,8.5e-14,3375
ENST00000368262.7,-,8.7e-14,2048
ENST00000578942.5,+,8.8e-14,3189
ENST00000368865.8,-,9e-14,7828
ENST00000488288.1,-,9.1e-14,1857
ENST00000621606.4,+,9.2e-14,886
ENST00000625131.1,-,9.2e-14,237
ENST00000552459.2,+,9.2e-14,3664
ENST00000378246.6,+,9.3e-14,2637
ENST00000492472.1,-,9.3e-14,902
ENST00000596273.5,-,9.5e-14,764
ENST00000569352.6,-,9.5e-14,731
ENST00000579457.1,+,9.5e-14,2975
ENST00000441801.6,+,9.6e-14,1543
ENST00000583528.5,-,9.7e-14,571
ENST00000394053.6,-,9.7e-14,4456
ENST00000494079.1,+,9.7e-14,854
ENST00000470475.1,-,9.7e-14,981
ENST00000330374.6,-,9.8e-14,4717
ENST00000306085.10,+,9.8e-14,10952
ENST00000243501.9,+,9.8e-14,5226
ENST00000322313.8,-,9.8e-14,9471
ENST00000270066.10,+,9.9e-14,5510
ENST00000424632.5,-,9.9e-14,2010
ENST00000490528.1,+,1e-13,1405
ENST00000472110.2,+,1e-13,815
ENST00000526185.5,+,1e-13,1723
ENST00000379170.8,+,1e-13,5471
ENST00000261388.7,-,1e-13,1812
ENST00000638934.1,-,1e-13,1812
ENST00000394607.7,-,1e-13,6454
ENST00000409734.3,+,1.1e-13,1722
ENST00000567351.5,+,1.1e-13,3897
ENST00000359321.1,+,1.1e-13,3067
ENST00000261854.9,-,1.1e-13,7372
ENST00000311506.9,+,1.1e-13,2537
ENST00000372237.7,-,1.1e-13,2310
ENST00000389629.8,+,1.1e-13,5021
ENST00000438197.2,+,1.1e-13,1751
ENST00000253115.6,-,1.1e-13,7085
ENST00000380739.5,-,1.1e-13,2619
ENST00000216264.12,+,1.1e-13,4450
ENST00000485764.1,-,1.1e-13,608
ENST00000645811.1,-,1.1e-13,608
ENST00000489772.5,+,1.1e-13,1384
ENST00000397912.3,+,1.2e-13,2159
ENST00000593919.5,+,1.2e-13,1979
ENST00000274242.9,-,1.2e-13,7686
ENST00000375749.7,+,1.2e-13,5235
ENST00000395530.6,-,1.3e-13,8133
ENST00000373014.4,-,1.3e-13,2019
ENST00000409563.5,-,1.3e-13,770
ENST00000298274.12,+,1.3e-13,4767
ENST00000489158.1,+,1.3e-13,2113
ENST00000530493.1,-,1.3e-13,1322
ENST00000640091.1,-,1.3e-13,2115
ENST00000436928.7,+,1.3e-13,595
ENST00000612186.1,+,1.4e-13,1118
ENST00000281456.10,+,1.4e-13,4440
ENST00000620627.1,+,1.4e-13,2066
ENST00000601390.1,-,1.4e-13,2389
ENST00000530432.1,+,1.4e-13,607
ENST00000261601.7,+,1.4e-13,4921
ENST00000338754.8,+,1.4e-13,5697
ENST00000491741.5,-,1.4e-13,1188
ENST00000219097.6,+,1.4e-13,1628
ENST00000373520.8,+,1.4e-13,1630
ENST00000436828.5,-,1.4e-13,1969
ENST00000420788.2,-,1.4e-13,634
ENST00000473038.5,+,1.4e-13,948
ENST00000373791.7,+,1.5e-13,2416
ENST00000395127.6,-,1.5e-13,4343
ENST00000458605.5,+,1.5e-13,2332
ENST00000448876.5,+,1.5e-13,1681
ENST00000552461.5,-,1.5e-13,2591
ENST00000482327.5,+,1.5e-13,576
ENST00000376040.2,-,1.5e-13,1797
ENST00000302692.6,-,1.5e-13,3854
ENST00000375155.7,+,1.5e-13,1805
ENST00000508511.5,+,1.5e-13,1909
ENST00000012049.9,-,1.5e-13,2310
ENST00000488770.1,-,1.5e-13,1826
ENST00000479679.5,-,1.6e-13,894
ENST00000428216.3,-,1.6e-13,11714
ENST00000284719.7,+,1.6e-13,4417
ENST00000323205.10,+,1.6e-13,1656
ENST00000564521.6,-,1.6e-13,2534
ENST00000638241.1,-,1.6e-13,2006
ENST00000380698.4,-,1.6e-13,4118
ENST00000231498.7,-,1.6e-13,8143
ENST00000309859.8,-,1.7e-13,5973
ENST00000495707.1,+,1.7e-13,4728
ENST00000470442.5,-,1.7e-13,705
ENST00000309117.10,-,1.7e-13,3256
ENST00000567521.1,+,1.8e-13,765
ENST00000610902.4,+,1.8e-13,2671
ENST00000520220.6,-,1.8e-13,5808
ENST00000533217.1,-,1.8e-13,886
ENST00000554241.5,-,1.8e-13,2863
ENST00000427358.3,+,1.8e-13,1974
ENST00000491463.4,-,1.8e-13,567
ENST00000546368.2,+,1.9e-13,2008
ENST00000394807.3,-,1.9e-13,2978
ENST00000578895.5,-,1.9e-13,3154
ENST00000515070.1,+,1.9e-13,520
ENST00000586505.1,-,1.9e-13,522
ENST00000353047.10,-,1.9e-13,3875
ENST00000473383.1,+,1.9e-13,708
ENST00000341423.9,+,2e-13,5485
ENST00000382564.7,-,2e-13,1454
ENST00000279242.6,-,2e-13,2019
ENST00000614145.4,+,2e-13,1226
ENST00000590828.5,+,2e-13,1552
ENST00000510078.5,-,2e-13,2161
ENST00000235932.8,+,2e-13,1723
ENST00000221130.10,+,2e-13,3192
ENST00000368336.9,+,2e-13,2089
ENST00000395530.6,+,2.1e-13,8133
ENST00000549136.1,+,2.1e-13,388
ENST00000475860.1,+,2.1e-13,789
ENST00000554588.5,+,2.1e-13,1077
ENST00000305786.6,+,2.1e-13,4098
ENST00000588137.1,-,2.2e-13,477
ENST00000578883.1,-,2.2e-13,477
ENST00000313608.12,+,2.2e-13,5621
ENST00000586602.5,-,2.2e-13,7177
ENST00000551242.5,+,2.2e-13,2755
ENST00000489790.1,+,2.2e-13,766
ENST00000299163.6,-,2.2e-13,13011
ENST00000588651.1,-,2.3e-13,745
ENST00000358472.3,-,2.3e-13,3231
